generated_id,seed_no,variant_index,reference,original_expression,generated_expression,generation_type,distinct_operands_renamed
543,24,4,,(a+ad*c)*,(X024V04O01+X024V04O02*X024V04O03)*,operand-renamed_same-structure,3
544,24,5,,(a+ad*c)*,(X024V05O01+X024V05O02*X024V05O03)*,operand-renamed_same-structure,3
545,24,6,,(a+ad*c)*,(X024V06O01+X024V06O02*X024V06O03)*,operand-renamed_same-structure,3
546,24,7,,(a+ad*c)*,(X024V07O01+X024V07O02*X024V07O03)*,operand-renamed_same-structure,3
547,24,8,,(a+ad*c)*,(X024V08O01+X024V08O02*X024V08O03)*,operand-renamed_same-structure,3
548,24,9,,(a+ad*c)*,(X024V09O01+X024V09O02*X024V09O03)*,operand-renamed_same-structure,3
549,24,10,,(a+ad*c)*,(X024V10O01+X024V10O02*X024V10O03)*,operand-renamed_same-structure,3
550,24,11,,(a+ad*c)*,(X024V11O01+X024V11O02*X024V11O03)*,operand-renamed_same-structure,3
551,24,12,,(a+ad*c)*,(X024V12O01+X024V12O02*X024V12O03)*,operand-renamed_same-structure,3
552,24,13,,(a+ad*c)*,(X024V13O01+X024V13O02*X024V13O03)*,operand-renamed_same-structure,3
553,24,14,,(a+ad*c)*,(X024V14O01+X024V14O02*X024V14O03)*,operand-renamed_same-structure,3
554,24,15,,(a+ad*c)*,(X024V15O01+X024V15O02*X024V15O03)*,operand-renamed_same-structure,3
555,24,16,,(a+ad*c)*,(X024V16O01+X024V16O02*X024V16O03)*,operand-renamed_same-structure,3
556,24,17,,(a+ad*c)*,(X024V17O01+X024V17O02*X024V17O03)*,operand-renamed_same-structure,3
557,24,18,,(a+ad*c)*,(X024V18O01+X024V18O02*X024V18O03)*,operand-renamed_same-structure,3
558,24,19,,(a+ad*c)*,(X024V19O01+X024V19O02*X024V19O03)*,operand-renamed_same-structure,3
559,24,20,,(a+ad*c)*,(X024V20O01+X024V20O02*X024V20O03)*,operand-renamed_same-structure,3
560,24,21,,(a+ad*c)*,(X024V21O01+X024V21O02*X024V21O03)*,operand-renamed_same-structure,3
561,24,22,,(a+ad*c)*,(X024V22O01+X024V22O02*X024V22O03)*,operand-renamed_same-structure,3
562,24,23,,(a+ad*c)*,(X024V23O01+X024V23O02*X024V23O03)*,operand-renamed_same-structure,3
563,24,24,,(a+ad*c)*,(X024V24O01+X024V24O02*X024V24O03)*,operand-renamed_same-structure,3
564,25,1,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500101+X025V01O02.X025V01O03*.X025V01O04.X025V01O05*+X025V01O05.(X025V01O05*+X025V01O05*.X025V01O02.X025V01O03*.X025V01O04.X025V01O05*),operand-renamed_same-structure,5
565,25,2,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500201+X025V02O02.X025V02O03*.X025V02O04.X025V02O05*+X025V02O05.(X025V02O05*+X025V02O05*.X025V02O02.X025V02O03*.X025V02O04.X025V02O05*),operand-renamed_same-structure,5
566,25,3,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500301+X025V03O02.X025V03O03*.X025V03O04.X025V03O05*+X025V03O05.(X025V03O05*+X025V03O05*.X025V03O02.X025V03O03*.X025V03O04.X025V03O05*),operand-renamed_same-structure,5
567,25,4,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500401+X025V04O02.X025V04O03*.X025V04O04.X025V04O05*+X025V04O05.(X025V04O05*+X025V04O05*.X025V04O02.X025V04O03*.X025V04O04.X025V04O05*),operand-renamed_same-structure,5
568,25,5,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500501+X025V05O02.X025V05O03*.X025V05O04.X025V05O05*+X025V05O05.(X025V05O05*+X025V05O05*.X025V05O02.X025V05O03*.X025V05O04.X025V05O05*),operand-renamed_same-structure,5
569,25,6,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500601+X025V06O02.X025V06O03*.X025V06O04.X025V06O05*+X025V06O05.(X025V06O05*+X025V06O05*.X025V06O02.X025V06O03*.X025V06O04.X025V06O05*),operand-renamed_same-structure,5
570,25,7,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500701+X025V07O02.X025V07O03*.X025V07O04.X025V07O05*+X025V07O05.(X025V07O05*+X025V07O05*.X025V07O02.X025V07O03*.X025V07O04.X025V07O05*),operand-renamed_same-structure,5
571,25,8,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500801+X025V08O02.X025V08O03*.X025V08O04.X025V08O05*+X025V08O05.(X025V08O05*+X025V08O05*.X025V08O02.X025V08O03*.X025V08O04.X025V08O05*),operand-renamed_same-structure,5
572,25,9,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702500901+X025V09O02.X025V09O03*.X025V09O04.X025V09O05*+X025V09O05.(X025V09O05*+X025V09O05*.X025V09O02.X025V09O03*.X025V09O04.X025V09O05*),operand-renamed_same-structure,5
573,25,10,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501001+X025V10O02.X025V10O03*.X025V10O04.X025V10O05*+X025V10O05.(X025V10O05*+X025V10O05*.X025V10O02.X025V10O03*.X025V10O04.X025V10O05*),operand-renamed_same-structure,5
574,25,11,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501101+X025V11O02.X025V11O03*.X025V11O04.X025V11O05*+X025V11O05.(X025V11O05*+X025V11O05*.X025V11O02.X025V11O03*.X025V11O04.X025V11O05*),operand-renamed_same-structure,5
575,25,12,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501201+X025V12O02.X025V12O03*.X025V12O04.X025V12O05*+X025V12O05.(X025V12O05*+X025V12O05*.X025V12O02.X025V12O03*.X025V12O04.X025V12O05*),operand-renamed_same-structure,5
576,25,13,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501301+X025V13O02.X025V13O03*.X025V13O04.X025V13O05*+X025V13O05.(X025V13O05*+X025V13O05*.X025V13O02.X025V13O03*.X025V13O04.X025V13O05*),operand-renamed_same-structure,5
577,25,14,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501401+X025V14O02.X025V14O03*.X025V14O04.X025V14O05*+X025V14O05.(X025V14O05*+X025V14O05*.X025V14O02.X025V14O03*.X025V14O04.X025V14O05*),operand-renamed_same-structure,5
578,25,15,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501501+X025V15O02.X025V15O03*.X025V15O04.X025V15O05*+X025V15O05.(X025V15O05*+X025V15O05*.X025V15O02.X025V15O03*.X025V15O04.X025V15O05*),operand-renamed_same-structure,5
579,25,16,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501601+X025V16O02.X025V16O03*.X025V16O04.X025V16O05*+X025V16O05.(X025V16O05*+X025V16O05*.X025V16O02.X025V16O03*.X025V16O04.X025V16O05*),operand-renamed_same-structure,5
580,25,17,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501701+X025V17O02.X025V17O03*.X025V17O04.X025V17O05*+X025V17O05.(X025V17O05*+X025V17O05*.X025V17O02.X025V17O03*.X025V17O04.X025V17O05*),operand-renamed_same-structure,5
581,25,18,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501801+X025V18O02.X025V18O03*.X025V18O04.X025V18O05*+X025V18O05.(X025V18O05*+X025V18O05*.X025V18O02.X025V18O03*.X025V18O04.X025V18O05*),operand-renamed_same-structure,5
582,25,19,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702501901+X025V19O02.X025V19O03*.X025V19O04.X025V19O05*+X025V19O05.(X025V19O05*+X025V19O05*.X025V19O02.X025V19O03*.X025V19O04.X025V19O05*),operand-renamed_same-structure,5
583,25,20,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702502001+X025V20O02.X025V20O03*.X025V20O04.X025V20O05*+X025V20O05.(X025V20O05*+X025V20O05*.X025V20O02.X025V20O03*.X025V20O04.X025V20O05*),operand-renamed_same-structure,5
584,25,21,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702502101+X025V21O02.X025V21O03*.X025V21O04.X025V21O05*+X025V21O05.(X025V21O05*+X025V21O05*.X025V21O02.X025V21O03*.X025V21O04.X025V21O05*),operand-renamed_same-structure,5
585,25,22,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702502201+X025V22O02.X025V22O03*.X025V22O04.X025V22O05*+X025V22O05.(X025V22O05*+X025V22O05*.X025V22O02.X025V22O03*.X025V22O04.X025V22O05*),operand-renamed_same-structure,5
586,25,23,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702502301+X025V23O02.X025V23O03*.X025V23O04.X025V23O05*+X025V23O05.(X025V23O05*+X025V23O05*.X025V23O02.X025V23O03*.X025V23O04.X025V23O05*),operand-renamed_same-structure,5
587,25,24,,1+c.f*.b.d*+d.(d*+d*.c.f*.b.d*),702502401+X025V24O02.X025V24O03*.X025V24O04.X025V24O05*+X025V24O05.(X025V24O05*+X025V24O05*.X025V24O02.X025V24O03*.X025V24O04.X025V24O05*),operand-renamed_same-structure,5
588,26,1,,(1+d.d*)(1+c.f*.b.d*),(702600101+X026V01O02.X026V01O02*)(702600101+X026V01O03.X026V01O04*.X026V01O05.X026V01O02*),operand-renamed_same-structure,5
589,26,2,,(1+d.d*)(1+c.f*.b.d*),(702600201+X026V02O02.X026V02O02*)(702600201+X026V02O03.X026V02O04*.X026V02O05.X026V02O02*),operand-renamed_same-structure,5
590,26,3,,(1+d.d*)(1+c.f*.b.d*),(702600301+X026V03O02.X026V03O02*)(702600301+X026V03O03.X026V03O04*.X026V03O05.X026V03O02*),operand-renamed_same-structure,5
591,26,4,,(1+d.d*)(1+c.f*.b.d*),(702600401+X026V04O02.X026V04O02*)(702600401+X026V04O03.X026V04O04*.X026V04O05.X026V04O02*),operand-renamed_same-structure,5
592,26,5,,(1+d.d*)(1+c.f*.b.d*),(702600501+X026V05O02.X026V05O02*)(702600501+X026V05O03.X026V05O04*.X026V05O05.X026V05O02*),operand-renamed_same-structure,5
593,26,6,,(1+d.d*)(1+c.f*.b.d*),(702600601+X026V06O02.X026V06O02*)(702600601+X026V06O03.X026V06O04*.X026V06O05.X026V06O02*),operand-renamed_same-structure,5
594,26,7,,(1+d.d*)(1+c.f*.b.d*),(702600701+X026V07O02.X026V07O02*)(702600701+X026V07O03.X026V07O04*.X026V07O05.X026V07O02*),operand-renamed_same-structure,5
595,26,8,,(1+d.d*)(1+c.f*.b.d*),(702600801+X026V08O02.X026V08O02*)(702600801+X026V08O03.X026V08O04*.X026V08O05.X026V08O02*),operand-renamed_same-structure,5
596,26,9,,(1+d.d*)(1+c.f*.b.d*),(702600901+X026V09O02.X026V09O02*)(702600901+X026V09O03.X026V09O04*.X026V09O05.X026V09O02*),operand-renamed_same-structure,5
597,26,10,,(1+d.d*)(1+c.f*.b.d*),(702601001+X026V10O02.X026V10O02*)(702601001+X026V10O03.X026V10O04*.X026V10O05.X026V10O02*),operand-renamed_same-structure,5
598,26,11,,(1+d.d*)(1+c.f*.b.d*),(702601101+X026V11O02.X026V11O02*)(702601101+X026V11O03.X026V11O04*.X026V11O05.X026V11O02*),operand-renamed_same-structure,5
599,26,12,,(1+d.d*)(1+c.f*.b.d*),(702601201+X026V12O02.X026V12O02*)(702601201+X026V12O03.X026V12O04*.X026V12O05.X026V12O02*),operand-renamed_same-structure,5
600,26,13,,(1+d.d*)(1+c.f*.b.d*),(702601301+X026V13O02.X026V13O02*)(702601301+X026V13O03.X026V13O04*.X026V13O05.X026V13O02*),operand-renamed_same-structure,5
601,26,14,,(1+d.d*)(1+c.f*.b.d*),(702601401+X026V14O02.X026V14O02*)(702601401+X026V14O03.X026V14O04*.X026V14O05.X026V14O02*),operand-renamed_same-structure,5
602,26,15,,(1+d.d*)(1+c.f*.b.d*),(702601501+X026V15O02.X026V15O02*)(702601501+X026V15O03.X026V15O04*.X026V15O05.X026V15O02*),operand-renamed_same-structure,5
603,26,16,,(1+d.d*)(1+c.f*.b.d*),(702601601+X026V16O02.X026V16O02*)(702601601+X026V16O03.X026V16O04*.X026V16O05.X026V16O02*),operand-renamed_same-structure,5
604,26,17,,(1+d.d*)(1+c.f*.b.d*),(702601701+X026V17O02.X026V17O02*)(702601701+X026V17O03.X026V17O04*.X026V17O05.X026V17O02*),operand-renamed_same-structure,5
605,26,18,,(1+d.d*)(1+c.f*.b.d*),(702601801+X026V18O02.X026V18O02*)(702601801+X026V18O03.X026V18O04*.X026V18O05.X026V18O02*),operand-renamed_same-structure,5
606,26,19,,(1+d.d*)(1+c.f*.b.d*),(702601901+X026V19O02.X026V19O02*)(702601901+X026V19O03.X026V19O04*.X026V19O05.X026V19O02*),operand-renamed_same-structure,5
607,26,20,,(1+d.d*)(1+c.f*.b.d*),(702602001+X026V20O02.X026V20O02*)(702602001+X026V20O03.X026V20O04*.X026V20O05.X026V20O02*),operand-renamed_same-structure,5
608,26,21,,(1+d.d*)(1+c.f*.b.d*),(702602101+X026V21O02.X026V21O02*)(702602101+X026V21O03.X026V21O04*.X026V21O05.X026V21O02*),operand-renamed_same-structure,5
609,26,22,,(1+d.d*)(1+c.f*.b.d*),(702602201+X026V22O02.X026V22O02*)(702602201+X026V22O03.X026V22O04*.X026V22O05.X026V22O02*),operand-renamed_same-structure,5
610,26,23,,(1+d.d*)(1+c.f*.b.d*),(702602301+X026V23O02.X026V23O02*)(702602301+X026V23O03.X026V23O04*.X026V23O05.X026V23O02*),operand-renamed_same-structure,5
611,26,24,,(1+d.d*)(1+c.f*.b.d*),(702602401+X026V24O02.X026V24O02*)(702602401+X026V24O03.X026V24O04*.X026V24O05.X026V24O02*),operand-renamed_same-structure,5
612,27,1,,d*.(1+c.f*.b.d*),X027V01O01*.(702700102+X027V01O03.X027V01O04*.X027V01O05.X027V01O01*),operand-renamed_same-structure,5
613,27,2,,d*.(1+c.f*.b.d*),X027V02O01*.(702700202+X027V02O03.X027V02O04*.X027V02O05.X027V02O01*),operand-renamed_same-structure,5
614,27,3,,d*.(1+c.f*.b.d*),X027V03O01*.(702700302+X027V03O03.X027V03O04*.X027V03O05.X027V03O01*),operand-renamed_same-structure,5
615,27,4,,d*.(1+c.f*.b.d*),X027V04O01*.(702700402+X027V04O03.X027V04O04*.X027V04O05.X027V04O01*),operand-renamed_same-structure,5
616,27,5,,d*.(1+c.f*.b.d*),X027V05O01*.(702700502+X027V05O03.X027V05O04*.X027V05O05.X027V05O01*),operand-renamed_same-structure,5
617,27,6,,d*.(1+c.f*.b.d*),X027V06O01*.(702700602+X027V06O03.X027V06O04*.X027V06O05.X027V06O01*),operand-renamed_same-structure,5
618,27,7,,d*.(1+c.f*.b.d*),X027V07O01*.(702700702+X027V07O03.X027V07O04*.X027V07O05.X027V07O01*),operand-renamed_same-structure,5
619,27,8,,d*.(1+c.f*.b.d*),X027V08O01*.(702700802+X027V08O03.X027V08O04*.X027V08O05.X027V08O01*),operand-renamed_same-structure,5
620,27,9,,d*.(1+c.f*.b.d*),X027V09O01*.(702700902+X027V09O03.X027V09O04*.X027V09O05.X027V09O01*),operand-renamed_same-structure,5
621,27,10,,d*.(1+c.f*.b.d*),X027V10O01*.(702701002+X027V10O03.X027V10O04*.X027V10O05.X027V10O01*),operand-renamed_same-structure,5
622,27,11,,d*.(1+c.f*.b.d*),X027V11O01*.(702701102+X027V11O03.X027V11O04*.X027V11O05.X027V11O01*),operand-renamed_same-structure,5
623,27,12,,d*.(1+c.f*.b.d*),X027V12O01*.(702701202+X027V12O03.X027V12O04*.X027V12O05.X027V12O01*),operand-renamed_same-structure,5
624,27,13,,d*.(1+c.f*.b.d*),X027V13O01*.(702701302+X027V13O03.X027V13O04*.X027V13O05.X027V13O01*),operand-renamed_same-structure,5
625,27,14,,d*.(1+c.f*.b.d*),X027V14O01*.(702701402+X027V14O03.X027V14O04*.X027V14O05.X027V14O01*),operand-renamed_same-structure,5
626,27,15,,d*.(1+c.f*.b.d*),X027V15O01*.(702701502+X027V15O03.X027V15O04*.X027V15O05.X027V15O01*),operand-renamed_same-structure,5
627,27,16,,d*.(1+c.f*.b.d*),X027V16O01*.(702701602+X027V16O03.X027V16O04*.X027V16O05.X027V16O01*),operand-renamed_same-structure,5
628,27,17,,d*.(1+c.f*.b.d*),X027V17O01*.(702701702+X027V17O03.X027V17O04*.X027V17O05.X027V17O01*),operand-renamed_same-structure,5
629,27,18,,d*.(1+c.f*.b.d*),X027V18O01*.(702701802+X027V18O03.X027V18O04*.X027V18O05.X027V18O01*),operand-renamed_same-structure,5
630,27,19,,d*.(1+c.f*.b.d*),X027V19O01*.(702701902+X027V19O03.X027V19O04*.X027V19O05.X027V19O01*),operand-renamed_same-structure,5
631,27,20,,d*.(1+c.f*.b.d*),X027V20O01*.(702702002+X027V20O03.X027V20O04*.X027V20O05.X027V20O01*),operand-renamed_same-structure,5
632,27,21,,d*.(1+c.f*.b.d*),X027V21O01*.(702702102+X027V21O03.X027V21O04*.X027V21O05.X027V21O01*),operand-renamed_same-structure,5
633,27,22,,d*.(1+c.f*.b.d*),X027V22O01*.(702702202+X027V22O03.X027V22O04*.X027V22O05.X027V22O01*),operand-renamed_same-structure,5
634,27,23,,d*.(1+c.f*.b.d*),X027V23O01*.(702702302+X027V23O03.X027V23O04*.X027V23O05.X027V23O01*),operand-renamed_same-structure,5
635,28,1,,(1+f.f*).b.d*,(702800101+X028V01O02.X028V01O02*).X028V01O03.X028V01O04*,operand-renamed_same-structure,4
636,28,2,,(1+f.f*).b.d*,(702800201+X028V02O02.X028V02O02*).X028V02O03.X028V02O04*,operand-renamed_same-structure,4
637,28,3,,(1+f.f*).b.d*,(702800301+X028V03O02.X028V03O02*).X028V03O03.X028V03O04*,operand-renamed_same-structure,4
638,28,4,,(1+f.f*).b.d*,(702800401+X028V04O02.X028V04O02*).X028V04O03.X028V04O04*,operand-renamed_same-structure,4
639,28,5,,(1+f.f*).b.d*,(702800501+X028V05O02.X028V05O02*).X028V05O03.X028V05O04*,operand-renamed_same-structure,4
640,28,6,,(1+f.f*).b.d*,(702800601+X028V06O02.X028V06O02*).X028V06O03.X028V06O04*,operand-renamed_same-structure,4
641,28,7,,(1+f.f*).b.d*,(702800701+X028V07O02.X028V07O02*).X028V07O03.X028V07O04*,operand-renamed_same-structure,4
642,28,8,,(1+f.f*).b.d*,(702800801+X028V08O02.X028V08O02*).X028V08O03.X028V08O04*,operand-renamed_same-structure,4
643,28,9,,(1+f.f*).b.d*,(702800901+X028V09O02.X028V09O02*).X028V09O03.X028V09O04*,operand-renamed_same-structure,4
644,28,10,,(1+f.f*).b.d*,(702801001+X028V10O02.X028V10O02*).X028V10O03.X028V10O04*,operand-renamed_same-structure,4
645,28,11,,(1+f.f*).b.d*,(702801101+X028V11O02.X028V11O02*).X028V11O03.X028V11O04*,operand-renamed_same-structure,4
646,28,12,,(1+f.f*).b.d*,(702801201+X028V12O02.X028V12O02*).X028V12O03.X028V12O04*,operand-renamed_same-structure,4
647,28,13,,(1+f.f*).b.d*,(702801301+X028V13O02.X028V13O02*).X028V13O03.X028V13O04*,operand-renamed_same-structure,4
648,28,14,,(1+f.f*).b.d*,(702801401+X028V14O02.X028V14O02*).X028V14O03.X028V14O04*,operand-renamed_same-structure,4
649,28,15,,(1+f.f*).b.d*,(702801501+X028V15O02.X028V15O02*).X028V15O03.X028V15O04*,operand-renamed_same-structure,4
650,28,16,,(1+f.f*).b.d*,(702801601+X028V16O02.X028V16O02*).X028V16O03.X028V16O04*,operand-renamed_same-structure,4
651,28,17,,(1+f.f*).b.d*,(702801701+X028V17O02.X028V17O02*).X028V17O03.X028V17O04*,operand-renamed_same-structure,4
652,28,18,,(1+f.f*).b.d*,(702801801+X028V18O02.X028V18O02*).X028V18O03.X028V18O04*,operand-renamed_same-structure,4
653,28,19,,(1+f.f*).b.d*,(702801901+X028V19O02.X028V19O02*).X028V19O03.X028V19O04*,operand-renamed_same-structure,4
654,28,20,,(1+f.f*).b.d*,(702802001+X028V20O02.X028V20O02*).X028V20O03.X028V20O04*,operand-renamed_same-structure,4
655,28,21,,(1+f.f*).b.d*,(702802101+X028V21O02.X028V21O02*).X028V21O03.X028V21O04*,operand-renamed_same-structure,4
656,28,22,,(1+f.f*).b.d*,(702802201+X028V22O02.X028V22O02*).X028V22O03.X028V22O04*,operand-renamed_same-structure,4
657,28,23,,(1+f.f*).b.d*,(702802301+X028V23O02.X028V23O02*).X028V23O03.X028V23O04*,operand-renamed_same-structure,4
658,29,1,,a(b+j)*u,X029V01O01(X029V01O02+X029V01O03)*X029V01O04,operand-renamed_same-structure,4
659,29,2,,a(b+j)*u,X029V02O01(X029V02O02+X029V02O03)*X029V02O04,operand-renamed_same-structure,4
660,29,3,,a(b+j)*u,X029V03O01(X029V03O02+X029V03O03)*X029V03O04,operand-renamed_same-structure,4
661,29,4,,a(b+j)*u,X029V04O01(X029V04O02+X029V04O03)*X029V04O04,operand-renamed_same-structure,4
662,29,5,,a(b+j)*u,X029V05O01(X029V05O02+X029V05O03)*X029V05O04,operand-renamed_same-structure,4
663,29,6,,a(b+j)*u,X029V06O01(X029V06O02+X029V06O03)*X029V06O04,operand-renamed_same-structure,4
664,29,7,,a(b+j)*u,X029V07O01(X029V07O02+X029V07O03)*X029V07O04,operand-renamed_same-structure,4
665,29,8,,a(b+j)*u,X029V08O01(X029V08O02+X029V08O03)*X029V08O04,operand-renamed_same-structure,4
666,29,9,,a(b+j)*u,X029V09O01(X029V09O02+X029V09O03)*X029V09O04,operand-renamed_same-structure,4
667,29,10,,a(b+j)*u,X029V10O01(X029V10O02+X029V10O03)*X029V10O04,operand-renamed_same-structure,4
668,29,11,,a(b+j)*u,X029V11O01(X029V11O02+X029V11O03)*X029V11O04,operand-renamed_same-structure,4
669,29,12,,a(b+j)*u,X029V12O01(X029V12O02+X029V12O03)*X029V12O04,operand-renamed_same-structure,4
670,29,13,,a(b+j)*u,X029V13O01(X029V13O02+X029V13O03)*X029V13O04,operand-renamed_same-structure,4
671,29,14,,a(b+j)*u,X029V14O01(X029V14O02+X029V14O03)*X029V14O04,operand-renamed_same-structure,4
672,29,15,,a(b+j)*u,X029V15O01(X029V15O02+X029V15O03)*X029V15O04,operand-renamed_same-structure,4
673,29,16,,a(b+j)*u,X029V16O01(X029V16O02+X029V16O03)*X029V16O04,operand-renamed_same-structure,4
674,29,17,,a(b+j)*u,X029V17O01(X029V17O02+X029V17O03)*X029V17O04,operand-renamed_same-structure,4
675,29,18,,a(b+j)*u,X029V18O01(X029V18O02+X029V18O03)*X029V18O04,operand-renamed_same-structure,4
676,29,19,,a(b+j)*u,X029V19O01(X029V19O02+X029V19O03)*X029V19O04,operand-renamed_same-structure,4
677,29,20,,a(b+j)*u,X029V20O01(X029V20O02+X029V20O03)*X029V20O04,operand-renamed_same-structure,4
678,29,21,,a(b+j)*u,X029V21O01(X029V21O02+X029V21O03)*X029V21O04,operand-renamed_same-structure,4
679,29,22,,a(b+j)*u,X029V22O01(X029V22O02+X029V22O03)*X029V22O04,operand-renamed_same-structure,4
680,29,23,,a(b+j)*u,X029V23O01(X029V23O02+X029V23O03)*X029V23O04,operand-renamed_same-structure,4
681,29,24,,a(b+j)*u,X029V24O01(X029V24O02+X029V24O03)*X029V24O04,operand-renamed_same-structure,4
682,30,1,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V01O01 ∗ X030V01O02) ; (X030V01O01 ∗ X030V01O03),operand-renamed_same-structure,3
683,30,2,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V02O01 ∗ X030V02O02) ; (X030V02O01 ∗ X030V02O03),operand-renamed_same-structure,3
684,30,3,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V03O01 ∗ X030V03O02) ; (X030V03O01 ∗ X030V03O03),operand-renamed_same-structure,3
685,30,4,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V04O01 ∗ X030V04O02) ; (X030V04O01 ∗ X030V04O03),operand-renamed_same-structure,3
686,30,5,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V05O01 ∗ X030V05O02) ; (X030V05O01 ∗ X030V05O03),operand-renamed_same-structure,3
687,30,6,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V06O01 ∗ X030V06O02) ; (X030V06O01 ∗ X030V06O03),operand-renamed_same-structure,3
688,30,7,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V07O01 ∗ X030V07O02) ; (X030V07O01 ∗ X030V07O03),operand-renamed_same-structure,3
689,30,8,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V08O01 ∗ X030V08O02) ; (X030V08O01 ∗ X030V08O03),operand-renamed_same-structure,3
690,30,9,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V09O01 ∗ X030V09O02) ; (X030V09O01 ∗ X030V09O03),operand-renamed_same-structure,3
691,30,10,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V10O01 ∗ X030V10O02) ; (X030V10O01 ∗ X030V10O03),operand-renamed_same-structure,3
692,30,11,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V11O01 ∗ X030V11O02) ; (X030V11O01 ∗ X030V11O03),operand-renamed_same-structure,3
693,30,12,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V12O01 ∗ X030V12O02) ; (X030V12O01 ∗ X030V12O03),operand-renamed_same-structure,3
694,30,13,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V13O01 ∗ X030V13O02) ; (X030V13O01 ∗ X030V13O03),operand-renamed_same-structure,3
695,30,14,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V14O01 ∗ X030V14O02) ; (X030V14O01 ∗ X030V14O03),operand-renamed_same-structure,3
696,30,15,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V15O01 ∗ X030V15O02) ; (X030V15O01 ∗ X030V15O03),operand-renamed_same-structure,3
697,30,16,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V16O01 ∗ X030V16O02) ; (X030V16O01 ∗ X030V16O03),operand-renamed_same-structure,3
698,30,17,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V17O01 ∗ X030V17O02) ; (X030V17O01 ∗ X030V17O03),operand-renamed_same-structure,3
699,30,18,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V18O01 ∗ X030V18O02) ; (X030V18O01 ∗ X030V18O03),operand-renamed_same-structure,3
700,30,19,2009-Concurrent kleene algebra,(r ∗ a) ; (r ∗ b),(X030V19O01 ∗ X030V19O02) ; (X030V19O01 ∗ X030V19O03),operand-renamed_same-structure,3
